"group","LAD13CD","amount","year"
"Sugar confectionary and jam","E09000024",1.497878564,2011
"Takeaway","E09000024",2.005113979,2011
"Tea","E09000024",0.182781557,2011
"Tobacco","E09000024",1.652115194,2011
"Vegtables","E09000024",3.335528605,2011
"Alcohol at home","E09000025",1.512427951,2011
"Alcohol away from home","E09000025",1.894804573,2011
"Bread","E09000025",1.518587365,2011
"Butter","E09000025",0.117559588,2011
"Cakes puddings and pastry","E09000025",0.680356281,2011
"Coffee","E09000025",0.174240228,2011
"Eating out","E09000025",7.278918812,2011
"Eggs","E09000025",0.266741534,2011
"Fish","E09000025",0.892272067,2011
"Fruit","E09000025",1.660346367,2011
"Milk products","E09000025",2.125434124,2011
"Non alcoholic drinks","E09000025",1.433693415,2011
"Oils and fats","E09000025",0.401389969,2011
"Other","E09000025",1.080767352,2011
"Pasta","E09000025",0.182650689,2011
"Poultry","E09000025",0.872822976,2011
"Processed and Other Meat","E09000025",0.034756465,2011
"Processed Meat","E09000025",1.583098322,2011
"Red Meat","E09000025",1.153809821,2011
"Rice","E09000025",0.354603291,2011
"Sauces and spices","E09000025",0.11925246,2011
"Sugar confectionary and jam","E09000025",1.146821486,2011
"Takeaway","E09000025",1.742038127,2011
"Tea","E09000025",0.137434843,2011
"Tobacco","E09000025",1.305560747,2011
"Vegtables","E09000025",2.842150043,2011
"Alcohol at home","E09000026",2.102356981,2011
"Alcohol away from home","E09000026",2.399663035,2011
"Bread","E09000026",1.716694662,2011
"Butter","E09000026",0.15520863,2011
"Cakes puddings and pastry","E09000026",0.774619455,2011
"Coffee","E09000026",0.217341083,2011
"Eating out","E09000026",8.62917563,2011
"Eggs","E09000026",0.292696476,2011
"Fish","E09000026",1.042604584,2011
"Fruit","E09000026",1.868244253,2011
"Milk products","E09000026",2.431977895,2011
"Non alcoholic drinks","E09000026",1.439458229,2011
"Oils and fats","E09000026",0.403623076,2011
"Other","E09000026",1.220506409,2011
"Pasta","E09000026",0.183747409,2011
"Poultry","E09000026",0.932242809,2011
"Processed and Other Meat","E09000026",0.028345354,2011
"Processed Meat","E09000026",1.993785464,2011
"Red Meat","E09000026",1.299219803,2011
"Rice","E09000026",0.312259834,2011
"Sauces and spices","E09000026",0.117723176,2011
"Sugar confectionary and jam","E09000026",1.358666434,2011
"Takeaway","E09000026",1.764009418,2011
"Tea","E09000026",0.171831613,2011
"Tobacco","E09000026",1.434204018,2011
"Vegtables","E09000026",3.204064098,2011
"Alcohol at home","E09000027",3.603816253,2011
"Alcohol away from home","E09000027",3.973366813,2011
"Bread","E09000027",2.047515541,2011
"Butter","E09000027",0.207099527,2011
"Cakes puddings and pastry","E09000027",0.926957089,2011
"Coffee","E09000027",0.297819938,2011
"Eating out","E09000027",11.916781138,2011
"Eggs","E09000027",0.296688281,2011
"Fish","E09000027",1.165169946,2011
"Fruit","E09000027",1.98517928,2011
"Milk products","E09000027",2.834920849,2011
"Non alcoholic drinks","E09000027",1.552526316,2011
"Oils and fats","E09000027",0.376008689,2011
"Other","E09000027",1.346498892,2011
"Pasta","E09000027",0.197962919,2011
"Poultry","E09000027",0.976130491,2011
"Processed and Other Meat","E09000027",0.013480497,2011
"Processed Meat","E09000027",2.934354486,2011
"Red Meat","E09000027",1.359428076,2011
"Rice","E09000027",0.180932631,2011
"Sauces and spices","E09000027",0.109700792,2011
"Sugar confectionary and jam","E09000027",1.675891673,2011
"Takeaway","E09000027",2.061760368,2011
"Tea","E09000027",0.21148026,2011
"Tobacco","E09000027",1.803773604,2011
"Vegtables","E09000027",3.536793426,2011
"Alcohol at home","E09000028",2.50468193,2011
"Alcohol away from home","E09000028",3.122552401,2011
"Bread","E09000028",1.72114035,2011
"Butter","E09000028",0.139659509,2011
"Cakes puddings and pastry","E09000028",0.806916085,2011
"Coffee","E09000028",0.215049652,2011
"Eating out","E09000028",9.42715496,2011
"Eggs","E09000028",0.271032536,2011
"Fish","E09000028",0.976972875,2011
"Fruit","E09000028",1.726397522,2011
"Milk products","E09000028",2.337432711,2011
"Non alcoholic drinks","E09000028",1.593074587,2011
"Oils and fats","E09000028",0.436357467,2011
"Other","E09000028",1.163428789,2011
"Pasta","E09000028",0.199847996,2011
"Poultry","E09000028",0.94024318,2011
"Processed and Other Meat","E09000028",0.024664645,2011
"Processed Meat","E09000028",2.240090448,2011
"Red Meat","E09000028",1.24833973,2011
"Rice","E09000028",0.271933121,2011
"Sauces and spices","E09000028",0.118901272,2011
"Sugar confectionary and jam","E09000028",1.360358981,2011
"Takeaway","E09000028",2.015021487,2011
"Tea","E09000028",0.161233259,2011
"Tobacco","E09000028",1.550835936,2011
"Vegtables","E09000028",3.115219188,2011
"Alcohol at home","E09000029",3.162627776,2011
"Alcohol away from home","E09000029",3.485910477,2011
"Bread","E09000029",2.026013781,2011
"Butter","E09000029",0.189719996,2011
"Cakes puddings and pastry","E09000029",0.927569331,2011
"Coffee","E09000029",0.278242422,2011
"Eating out","E09000029",10.388849295,2011
"Eggs","E09000029",0.294666903,2011
"Fish","E09000029",1.09418134,2011
"Fruit","E09000029",1.909714074,2011
"Milk products","E09000029",2.787349117,2011
"Non alcoholic drinks","E09000029",1.551581754,2011
"Oils and fats","E09000029",0.393906502,2011
"Other","E09000029",1.341590855,2011
"Pasta","E09000029",0.197399584,2011
"Poultry","E09000029",0.985200917,2011
"Processed and Other Meat","E09000029",0.016498817,2011
"Processed Meat","E09000029",2.841840815,2011
"Red Meat","E09000029",1.374074644,2011
"Rice","E09000029",0.201531814,2011
"Sauces and spices","E09000029",0.105976479,2011
"Sugar confectionary and jam","E09000029",1.629448562,2011
"Takeaway","E09000029",1.985815534,2011
"Tea","E09000029",0.203416751,2011
"Tobacco","E09000029",1.857477396,2011
"Vegtables","E09000029",3.412682456,2011
"Alcohol at home","E09000030",2.072773301,2011
"Alcohol away from home","E09000030",3.05084429,2011
"Bread","E09000030",1.561944919,2011
"Butter","E09000030",0.132567311,2011
"Cakes puddings and pastry","E09000030",0.689171636,2011
"Coffee","E09000030",0.21918137,2011
"Eating out","E09000030",10.427084625,2011
"Eggs","E09000030",0.281864975,2011
"Fish","E09000030",0.955900859,2011
"Fruit","E09000030",1.715752487,2011
"Milk products","E09000030",2.202519443,2011
"Non alcoholic drinks","E09000030",1.457098588,2011
"Oils and fats","E09000030",0.395587706,2011
"Other","E09000030",1.098221855,2011
"Pasta","E09000030",0.194267676,2011
"Poultry","E09000030",0.85810372,2011
"Processed and Other Meat","E09000030",0.024927047,2011
"Processed Meat","E09000030",1.840099381,2011
"Red Meat","E09000030",1.197886414,2011
"Rice","E09000030",0.301333725,2011
"Sauces and spices","E09000030",0.113240256,2011
"Sugar confectionary and jam","E09000030",1.271803587,2011
"Takeaway","E09000030",2.014204786,2011
"Tea","E09000030",0.147913832,2011
"Tobacco","E09000030",1.42929805,2011
"Vegtables","E09000030",3.047406682,2011
"Alcohol at home","E09000031",2.396081122,2011
"Alcohol away from home","E09000031",2.830199034,2011
"Bread","E09000031",1.745655555,2011
"Butter","E09000031",0.149181924,2011
"Cakes puddings and pastry","E09000031",0.799077684,2011
"Coffee","E09000031",0.224994381,2011
"Eating out","E09000031",9.02345105,2011
"Eggs","E09000031",0.278719872,2011
"Fish","E09000031",0.997691587,2011
"Fruit","E09000031",1.782440856,2011
"Milk products","E09000031",2.447015209,2011
"Non alcoholic drinks","E09000031",1.504954524,2011
"Oils and fats","E09000031",0.408977719,2011
"Other","E09000031",1.207027333,2011
"Pasta","E09000031",0.193654958,2011
"Poultry","E09000031",0.93955252,2011
"Processed and Other Meat","E09000031",0.029999124,2011
"Processed Meat","E09000031",2.213913521,2011
"Red Meat","E09000031",1.268774206,2011
"Rice","E09000031",0.272203923,2011
"Sauces and spices","E09000031",0.117059735,2011
"Sugar confectionary and jam","E09000031",1.382762986,2011
"Takeaway","E09000031",1.914038975,2011
"Tea","E09000031",0.169488392,2011
"Tobacco","E09000031",1.588541978,2011
"Vegtables","E09000031",3.140608444,2011
"Alcohol at home","E09000032",3.307527621,2011
"Alcohol away from home","E09000032",4.584696481,2011
"Bread","E09000032",1.864739274,2011
"Butter","E09000032",0.173169826,2011
"Cakes puddings and pastry","E09000032",0.855305768,2011
"Coffee","E09000032",0.260609973,2011
"Eating out","E09000032",13.006606596,2011
"Eggs","E09000032",0.285791248,2011
"Fish","E09000032",1.094596132,2011
"Fruit","E09000032",1.868869312,2011
"Milk products","E09000032",2.580073906,2011
"Non alcoholic drinks","E09000032",1.578670876,2011
"Oils and fats","E09000032",0.38241265,2011
"Other","E09000032",1.246395927,2011
"Pasta","E09000032",0.205609038,2011
"Poultry","E09000032",0.973643189,2011
"Processed and Other Meat","E09000032",0.014863135,2011
"Processed Meat","E09000032",2.628918536,2011
"Red Meat","E09000032",1.260164097,2011
"Rice","E09000032",0.217551432,2011
"Sauces and spices","E09000032",0.111718112,2011
"Sugar confectionary and jam","E09000032",1.538304678,2011
"Takeaway","E09000032",2.263967871,2011
"Tea","E09000032",0.183429203,2011
"Tobacco","E09000032",1.744529897,2011
"Vegtables","E09000032",3.436888951,2011
"Alcohol at home","E09000033",3.0195754,2011
"Alcohol away from home","E09000033",3.74442849,2011
"Bread","E09000033",1.797761447,2011
"Butter","E09000033",0.173391469,2011
"Cakes puddings and pastry","E09000033",0.795307523,2011
"Coffee","E09000033",0.267459253,2011
"Eating out","E09000033",12.126615724,2011
"Eggs","E09000033",0.301456961,2011
"Fish","E09000033",1.188864777,2011
"Fruit","E09000033",1.961627146,2011
"Milk products","E09000033",2.490166714,2011
"Non alcoholic drinks","E09000033",1.497950794,2011
"Oils and fats","E09000033",0.431846093,2011
"Other","E09000033",1.205755097,2011
"Pasta","E09000033",0.210604652,2011
"Poultry","E09000033",0.923901021,2011
"Processed and Other Meat","E09000033",0.02759667,2011
"Processed Meat","E09000033",2.363631983,2011
"Red Meat","E09000033",1.332455129,2011
"Rice","E09000033",0.264636929,2011
"Sauces and spices","E09000033",0.117472079,2011
"Sugar confectionary and jam","E09000033",1.488589771,2011
"Takeaway","E09000033",2.043000123,2011
"Tea","E09000033",0.182760737,2011
"Tobacco","E09000033",1.602720906,2011
"Vegtables","E09000033",3.485191076,2011
"Alcohol at home","S12000005",3.41010293,2011
"Alcohol away from home","S12000005",2.959298591,2011
"Bread","S12000005",2.088551909,2011
"Butter","S12000005",0.200049953,2011
"Cakes puddings and pastry","S12000005",0.959463748,2011
"Coffee","S12000005",0.309576021,2011
"Eating out","S12000005",8.397866608,2011
"Eggs","S12000005",0.287475631,2011
"Fish","S12000005",1.078915183,2011
"Fruit","S12000005",1.83893571,2011
"Milk products","S12000005",2.825718426,2011
"Non alcoholic drinks","S12000005",1.403864075,2011
"Oils and fats","S12000005",0.37732251,2011
"Other","S12000005",1.313555746,2011
"Pasta","S12000005",0.177570072,2011
"Poultry","S12000005",0.917876343,2011
"Processed and Other Meat","S12000005",0.009836309,2011
"Processed Meat","S12000005",3.095466725,2011
"Red Meat","S12000005",1.386535489,2011
"Rice","S12000005",0.134892195,2011
"Sauces and spices","S12000005",0.089930886,2011
"Sugar confectionary and jam","S12000005",1.662117378,2011
"Takeaway","S12000005",1.605560665,2011
"Tea","S12000005",0.222158545,2011
"Tobacco","S12000005",2.166957289,2011
"Vegtables","S12000005",3.29509392,2011
"Alcohol at home","S12000006",3.241246506,2011
"Alcohol away from home","S12000006",3.224644444,2011
"Bread","S12000006",1.956222483,2011
"Butter","S12000006",0.181441179,2011
"Cakes puddings and pastry","S12000006",0.883163585,2011
"Coffee","S12000006",0.275875072,2011
"Eating out","S12000006",8.374706937,2011
"Eggs","S12000006",0.273119721,2011
"Fish","S12000006",0.97309049,2011
"Fruit","S12000006",1.652137634,2011
"Milk products","S12000006",2.654874007,2011
"Non alcoholic drinks","S12000006",1.372297908,2011
"Oils and fats","S12000006",0.353515292,2011
"Other","S12000006",1.235888616,2011
"Pasta","S12000006",0.1741339,2011
"Poultry","S12000006",0.851245314,2011
"Processed and Other Meat","S12000006",0.011824136,2011
"Processed Meat","S12000006",2.897068824,2011
"Red Meat","S12000006",1.276908931,2011
"Rice","S12000006",0.126692358,2011
"Sauces and spices","S12000006",0.085243714,2011
"Sugar confectionary and jam","S12000006",1.560325679,2011
"Takeaway","S12000006",1.709463307,2011
"Tea","S12000006",0.210189114,2011
"Tobacco","S12000006",2.280408071,2011
"Vegtables","S12000006",3.079794035,2011
"Alcohol at home","S12000008",3.448096475,2011
"Alcohol away from home","S12000008",3.006409046,2011
"Bread","S12000008",2.116509791,2011
"Butter","S12000008",0.203213256,2011
"Cakes puddings and pastry","S12000008",0.965341865,2011
"Coffee","S12000008",0.306857188,2011
"Eating out","S12000008",8.590218055,2011
"Eggs","S12000008",0.287870796,2011
"Fish","S12000008",1.069178399,2011
"Fruit","S12000008",1.825106131,2011
"Milk products","S12000008",2.838713018,2011
"Non alcoholic drinks","S12000008",1.43588217,2011
"Oils and fats","S12000008",0.373847075,2011
"Other","S12000008",1.323893212,2011
"Pasta","S12000008",0.181031167,2011
"Poultry","S12000008",0.921964307,2011
"Processed and Other Meat","S12000008",0.009769731,2011
"Processed Meat","S12000008",3.112796346,2011
"Red Meat","S12000008",1.381924335,2011
"Rice","S12000008",0.132121045,2011
"Sauces and spices","S12000008",0.088082566,2011
"Sugar confectionary and jam","S12000008",1.683882999,2011
"Takeaway","S12000008",1.629459076,2011
"Tea","S12000008",0.221740892,2011
"Tobacco","S12000008",2.1543071,2011
"Vegtables","S12000008",3.31215675,2011
"Alcohol at home","S12000010",3.466238846,2011
"Alcohol away from home","S12000010",3.038494227,2011
"Bread","S12000010",2.103320523,2011
"Butter","S12000010",0.20156333,2011
"Cakes puddings and pastry","S12000010",0.95115729,2011
"Coffee","S12000010",0.301908799,2011
"Eating out","S12000010",8.745143125,2011
"Eggs","S12000010",0.282691574,2011
"Fish","S12000010",1.061028813,2011
"Fruit","S12000010",1.827592171,2011
"Milk products","S12000010",2.834896744,2011
"Non alcoholic drinks","S12000010",1.463464086,2011
"Oils and fats","S12000010",0.364774923,2011
"Other","S12000010",1.333268741,2011
"Pasta","S12000010",0.183732489,2011
"Poultry","S12000010",0.923565576,2011
"Processed and Other Meat","S12000010",0.009273413,2011
"Processed Meat","S12000010",3.084035979,2011
"Red Meat","S12000010",1.354790264,2011
"Rice","S12000010",0.137110195,2011
"Sauces and spices","S12000010",0.089242515,2011
"Sugar confectionary and jam","S12000010",1.678376178,2011
"Takeaway","S12000010",1.673873016,2011
"Tea","S12000010",0.216851636,2011
"Tobacco","S12000010",2.140219635,2011
"Vegtables","S12000010",3.310042138,2011
"Alcohol at home","S12000011",3.29152288,2011
"Alcohol away from home","S12000011",3.494386813,2011
"Bread","S12000011",1.859050666,2011
"Butter","S12000011",0.17630447,2011
"Cakes puddings and pastry","S12000011",0.850114784,2011
"Coffee","S12000011",0.264378446,2011
"Eating out","S12000011",9.296205624,2011
"Eggs","S12000011",0.266242453,2011
"Fish","S12000011",0.979261699,2011
"Fruit","S12000011",1.670983894,2011
"Milk products","S12000011",2.51929669,2011
"Non alcoholic drinks","S12000011",1.374317266,2011
"Oils and fats","S12000011",0.337143119,2011
"Other","S12000011",1.189949893,2011
"Pasta","S12000011",0.176547519,2011
"Poultry","S12000011",0.8619638,2011
"Processed and Other Meat","S12000011",0.009919739,2011
"Processed Meat","S12000011",2.73773896,2011
"Red Meat","S12000011",1.222743123,2011
"Rice","S12000011",0.142977293,2011
"Sauces and spices","S12000011",0.08901811,2011
"Sugar confectionary and jam","S12000011",1.502463887,2011
"Takeaway","S12000011",1.727678732,2011
"Tea","S12000011",0.195375894,2011
"Tobacco","S12000011",1.943318717,2011
"Vegtables","S12000011",3.073471664,2011
"Alcohol at home","S12000013",3.454022256,2011
"Alcohol away from home","S12000013",3.01630919,2011
"Bread","S12000013",2.096287145,2011
"Butter","S12000013",0.202662033,2011
"Cakes puddings and pastry","S12000013",0.964028181,2011
"Coffee","S12000013",0.311075954,2011
"Eating out","S12000013",8.369942334,2011
"Eggs","S12000013",0.291110286,2011
"Fish","S12000013",1.078463165,2011
"Fruit","S12000013",1.827859635,2011
"Milk products","S12000013",2.824628154,2011
"Non alcoholic drinks","S12000013",1.397218514,2011
"Oils and fats","S12000013",0.376375067,2011
"Other","S12000013",1.299877121,2011
"Pasta","S12000013",0.174112559,2011
"Poultry","S12000013",0.895574334,2011
"Processed and Other Meat","S12000013",0.010525803,2011
"Processed Meat","S12000013",3.113574704,2011
"Red Meat","S12000013",1.381264449,2011
"Rice","S12000013",0.121892064,2011
"Sauces and spices","S12000013",0.090593775,2011
"Sugar confectionary and jam","S12000013",1.664175676,2011
"Takeaway","S12000013",1.599994684,2011
"Tea","S12000013",0.228636468,2011
"Tobacco","S12000013",2.222929928,2011
"Vegtables","S12000013",3.287662493,2011
"Alcohol at home","S12000014",3.411875446,2011
