"group","LAD13CD","amount","year"
"Eating out","E07000075",11.157226135,2015
"Eggs","E07000075",0.29145685,2015
"Fish","E07000075",1.212040601,2015
"Fruit","E07000075",2.147781894,2015
"Milk products","E07000075",2.773098536,2015
"Non alcoholic drinks","E07000075",1.447502131,2015
"Oils and fats","E07000075",0.325585484,2015
"Other","E07000075",1.547100975,2015
"Pasta","E07000075",0.169397658,2015
"Poultry","E07000075",0.976228136,2015
"Processed and Other Meat","E07000075",0.006105921,2015
"Processed Meat","E07000075",3.265261817,2015
"Red Meat","E07000075",1.482650074,2015
"Rice","E07000075",0.149364516,2015
"Sauces and spices","E07000075",0.629709284,2015
"Sugar confectionary and jam","E07000075",1.814525903,2015
"Takeaway","E07000075",1.956908592,2015
"Tea","E07000075",0.221862766,2015
"Tobacco","E07000075",1.568422978,2015
"Vegtables","E07000075",3.604973173,2015
"Alcohol at home","E07000076",3.860319275,2015
"Alcohol away from home","E07000076",3.208419159,2015
"Bread","E07000076",2.124759847,2015
"Butter","E07000076",0.233610071,2015
"Cakes puddings and pastry","E07000076",1.060575532,2015
"Coffee","E07000076",0.427789266,2015
"Eating out","E07000076",9.876102154,2015
"Eggs","E07000076",0.299300621,2015
"Fish","E07000076",1.246148067,2015
"Fruit","E07000076",2.161950214,2015
"Milk products","E07000076",2.803587687,2015
"Non alcoholic drinks","E07000076",1.398186092,2015
"Oils and fats","E07000076",0.343598681,2015
"Other","E07000076",1.50379954,2015
"Pasta","E07000076",0.162841662,2015
"Poultry","E07000076",0.955287424,2015
"Processed and Other Meat","E07000076",0.006214033,2015
"Processed Meat","E07000076",3.339852259,2015
"Red Meat","E07000076",1.526955409,2015
"Rice","E07000076",0.142383861,2015
"Sauces and spices","E07000076",0.613472571,2015
"Sugar confectionary and jam","E07000076",1.80589957,2015
"Takeaway","E07000076",1.786284234,2015
"Tea","E07000076",0.228208435,2015
"Tobacco","E07000076",1.728290313,2015
"Vegtables","E07000076",3.546746725,2015
"Alcohol at home","E07000077",3.803034687,2015
"Alcohol away from home","E07000077",3.440545736,2015
"Bread","E07000077",2.036295579,2015
"Butter","E07000077",0.209319573,2015
"Cakes puddings and pastry","E07000077",1.028770156,2015
"Coffee","E07000077",0.396952568,2015
"Eating out","E07000077",10.997451626,2015
"Eggs","E07000077",0.281041744,2015
"Fish","E07000077",1.161626813,2015
"Fruit","E07000077",2.104051143,2015
"Milk products","E07000077",2.682065066,2015
"Non alcoholic drinks","E07000077",1.411243521,2015
"Oils and fats","E07000077",0.318112875,2015
"Other","E07000077",1.510029657,2015
"Pasta","E07000077",0.170060841,2015
"Poultry","E07000077",0.955097678,2015
"Processed and Other Meat","E07000077",0.005710699,2015
"Processed Meat","E07000077",3.120528127,2015
"Red Meat","E07000077",1.419400832,2015
"Rice","E07000077",0.1549426,2015
"Sauces and spices","E07000077",0.617015265,2015
"Sugar confectionary and jam","E07000077",1.77337682,2015
"Takeaway","E07000077",1.922186973,2015
"Tea","E07000077",0.209215779,2015
"Tobacco","E07000077",1.466639933,2015
"Vegtables","E07000077",3.532674657,2015
"Alcohol at home","E07000078",3.543857787,2015
"Alcohol away from home","E07000078",3.473577342,2015
"Bread","E07000078",1.982230942,2015
"Butter","E07000078",0.200425458,2015
"Cakes puddings and pastry","E07000078",0.989103964,2015
"Coffee","E07000078",0.37480509,2015
"Eating out","E07000078",10.799656656,2015
"Eggs","E07000078",0.281983999,2015
"Fish","E07000078",1.140804343,2015
"Fruit","E07000078",2.051221008,2015
"Milk products","E07000078",2.608118007,2015
"Non alcoholic drinks","E07000078",1.400040937,2015
"Oils and fats","E07000078",0.337506354,2015
"Other","E07000078",1.46505403,2015
"Pasta","E07000078",0.168879749,2015
"Poultry","E07000078",0.926177224,2015
"Processed and Other Meat","E07000078",0.005833761,2015
"Processed Meat","E07000078",2.98067599,2015
"Red Meat","E07000078",1.36784615,2015
"Rice","E07000078",0.174353414,2015
"Sauces and spices","E07000078",0.612653059,2015
"Sugar confectionary and jam","E07000078",1.712664755,2015
"Takeaway","E07000078",2.048483994,2015
"Tea","E07000078",0.204471262,2015
"Tobacco","E07000078",1.582254014,2015
"Vegtables","E07000078",3.450473453,2015
"Alcohol at home","E07000079",4.099984465,2015
"Alcohol away from home","E07000079",3.535228058,2015
"Bread","E07000079",2.209246765,2015
"Butter","E07000079",0.239730523,2015
"Cakes puddings and pastry","E07000079",1.110101719,2015
"Coffee","E07000079",0.446722195,2015
"Eating out","E07000079",11.249859993,2015
"Eggs","E07000079",0.308634986,2015
"Fish","E07000079",1.291138244,2015
"Fruit","E07000079",2.282200113,2015
"Milk products","E07000079",2.916750285,2015
"Non alcoholic drinks","E07000079",1.476776501,2015
"Oils and fats","E07000079",0.343739764,2015
"Other","E07000079",1.59748128,2015
"Pasta","E07000079",0.174347238,2015
"Poultry","E07000079",1.012878922,2015
"Processed and Other Meat","E07000079",0.007089766,2015
"Processed Meat","E07000079",3.439414776,2015
"Red Meat","E07000079",1.559961684,2015
"Rice","E07000079",0.152010738,2015
"Sauces and spices","E07000079",0.666264491,2015
"Sugar confectionary and jam","E07000079",1.882550183,2015
"Takeaway","E07000079",2.003015971,2015
"Tea","E07000079",0.236482554,2015
"Tobacco","E07000079",1.658141018,2015
"Vegtables","E07000079",3.809363878,2015
"Alcohol at home","E07000080",4.059575599,2015
"Alcohol away from home","E07000080",3.605918542,2015
"Bread","E07000080",2.188126218,2015
"Butter","E07000080",0.233577192,2015
"Cakes puddings and pastry","E07000080",1.091765183,2015
"Coffee","E07000080",0.439180212,2015
"Eating out","E07000080",11.072956846,2015
"Eggs","E07000080",0.302899019,2015
"Fish","E07000080",1.254526035,2015
"Fruit","E07000080",2.22237567,2015
"Milk products","E07000080",2.892012927,2015
"Non alcoholic drinks","E07000080",1.482368276,2015
"Oils and fats","E07000080",0.343392274,2015
"Other","E07000080",1.597181782,2015
"Pasta","E07000080",0.174476387,2015
"Poultry","E07000080",1.013643986,2015
"Processed and Other Meat","E07000080",0.006523668,2015
"Processed Meat","E07000080",3.409938,2015
"Red Meat","E07000080",1.551704815,2015
"Rice","E07000080",0.15349293,2015
"Sauces and spices","E07000080",0.655474577,2015
"Sugar confectionary and jam","E07000080",1.871008045,2015
"Takeaway","E07000080",2.027728803,2015
"Tea","E07000080",0.231309324,2015
"Tobacco","E07000080",1.703003227,2015
"Vegtables","E07000080",3.738411101,2015
"Alcohol at home","E07000081",3.467566833,2015
"Alcohol away from home","E07000081",3.318670018,2015
"Bread","E07000081",1.961779761,2015
"Butter","E07000081",0.190416327,2015
"Cakes puddings and pastry","E07000081",0.97785034,2015
"Coffee","E07000081",0.362803488,2015
"Eating out","E07000081",10.319901959,2015
"Eggs","E07000081",0.274829432,2015
"Fish","E07000081",1.088548018,2015
"Fruit","E07000081",1.995871958,2015
"Milk products","E07000081",2.584564571,2015
"Non alcoholic drinks","E07000081",1.399933277,2015
"Oils and fats","E07000081",0.334114077,2015
"Other","E07000081",1.461991199,2015
"Pasta","E07000081",0.171686361,2015
"Poultry","E07000081",0.937957644,2015
"Processed and Other Meat","E07000081",0.005084911,2015
"Processed Meat","E07000081",2.948898718,2015
"Red Meat","E07000081",1.356307564,2015
"Rice","E07000081",0.176974302,2015
"Sauces and spices","E07000081",0.604727411,2015
"Sugar confectionary and jam","E07000081",1.714018327,2015
"Takeaway","E07000081",2.038850678,2015
"Tea","E07000081",0.197908124,2015
"Tobacco","E07000081",1.58705468,2015
"Vegtables","E07000081",3.386960876,2015
"Alcohol at home","E07000082",3.962201453,2015
"Alcohol away from home","E07000082",3.562320195,2015
"Bread","E07000082",2.130813669,2015
"Butter","E07000082",0.224717735,2015
"Cakes puddings and pastry","E07000082",1.067108356,2015
"Coffee","E07000082",0.417682296,2015
"Eating out","E07000082",11.22674658,2015
"Eggs","E07000082",0.298726639,2015
"Fish","E07000082",1.228723697,2015
"Fruit","E07000082",2.209460676,2015
"Milk products","E07000082",2.805148008,2015
"Non alcoholic drinks","E07000082",1.447595308,2015
"Oils and fats","E07000082",0.339099322,2015
"Other","E07000082",1.556429569,2015
"Pasta","E07000082",0.172820929,2015
"Poultry","E07000082",0.995588293,2015
"Processed and Other Meat","E07000082",0.006295417,2015
"Processed Meat","E07000082",3.270609541,2015
"Red Meat","E07000082",1.495068702,2015
"Rice","E07000082",0.158700201,2015
"Sauces and spices","E07000082",0.647720551,2015
"Sugar confectionary and jam","E07000082",1.834225657,2015
"Takeaway","E07000082",2.000192485,2015
"Tea","E07000082",0.224879482,2015
"Tobacco","E07000082",1.585059703,2015
"Vegtables","E07000082",3.700977741,2015
"Alcohol at home","E07000083",3.929958687,2015
"Alcohol away from home","E07000083",3.567041595,2015
"Bread","E07000083",2.118154773,2015
"Butter","E07000083",0.222518385,2015
"Cakes puddings and pastry","E07000083",1.063143642,2015
"Coffee","E07000083",0.412875577,2015
"Eating out","E07000083",11.19076904,2015
"Eggs","E07000083",0.296928921,2015
"Fish","E07000083",1.222545252,2015
"Fruit","E07000083",2.194975931,2015
"Milk products","E07000083",2.791655961,2015
"Non alcoholic drinks","E07000083",1.443517885,2015
"Oils and fats","E07000083",0.340784087,2015
"Other","E07000083",1.555121517,2015
"Pasta","E07000083",0.172143381,2015
"Poultry","E07000083",0.987590026,2015
"Processed and Other Meat","E07000083",0.00573429,2015
"Processed Meat","E07000083",3.270072218,2015
"Red Meat","E07000083",1.499692325,2015
"Rice","E07000083",0.163537087,2015
"Sauces and spices","E07000083",0.642448107,2015
"Sugar confectionary and jam","E07000083",1.832737204,2015
"Takeaway","E07000083",2.005092087,2015
"Tea","E07000083",0.224707604,2015
"Tobacco","E07000083",1.603206887,2015
"Vegtables","E07000083",3.669251584,2015
"Alcohol at home","E07000084",3.605775363,2015
"Alcohol away from home","E07000084",3.514547123,2015
"Bread","E07000084",1.954198615,2015
"Butter","E07000084",0.197932873,2015
"Cakes puddings and pastry","E07000084",0.972745183,2015
"Coffee","E07000084",0.371805298,2015
"Eating out","E07000084",11.309467003,2015
"Eggs","E07000084",0.283253045,2015
"Fish","E07000084",1.162467194,2015
"Fruit","E07000084",2.11667608,2015
"Milk products","E07000084",2.615030408,2015
"Non alcoholic drinks","E07000084",1.405187944,2015
"Oils and fats","E07000084",0.352010089,2015
"Other","E07000084",1.485330557,2015
"Pasta","E07000084",0.172193667,2015
"Poultry","E07000084",0.951990544,2015
"Processed and Other Meat","E07000084",0.005453279,2015
"Processed Meat","E07000084",2.88354965,2015
"Red Meat","E07000084",1.370577199,2015
"Rice","E07000084",0.195146568,2015
"Sauces and spices","E07000084",0.615736813,2015
"Sugar confectionary and jam","E07000084",1.713129235,2015
"Takeaway","E07000084",2.017825094,2015
"Tea","E07000084",0.206244682,2015
"Tobacco","E07000084",1.370546561,2015
"Vegtables","E07000084",3.52809854,2015
"Alcohol at home","E07000085",3.931199212,2015
"Alcohol away from home","E07000085",3.491923779,2015
"Bread","E07000085",2.119362776,2015
"Butter","E07000085",0.225722373,2015
"Cakes puddings and pastry","E07000085",1.073549091,2015
"Coffee","E07000085",0.420862715,2015
"Eating out","E07000085",11.214983205,2015
"Eggs","E07000085",0.298767578,2015
"Fish","E07000085",1.235231009,2015
"Fruit","E07000085",2.206290381,2015
"Milk products","E07000085",2.819612544,2015
"Non alcoholic drinks","E07000085",1.467412409,2015
"Oils and fats","E07000085",0.34085199,2015
"Other","E07000085",1.578580655,2015
"Pasta","E07000085",0.175625646,2015
"Poultry","E07000085",0.998190008,2015
"Processed and Other Meat","E07000085",0.006630756,2015
"Processed Meat","E07000085",3.257154666,2015
"Red Meat","E07000085",1.493001797,2015
"Rice","E07000085",0.161965207,2015
"Sauces and spices","E07000085",0.651109295,2015
"Sugar confectionary and jam","E07000085",1.828434144,2015
"Takeaway","E07000085",1.98493627,2015
"Tea","E07000085",0.224017339,2015
"Tobacco","E07000085",1.552300539,2015
"Vegtables","E07000085",3.703881783,2015
"Alcohol at home","E07000086",3.832632153,2015
"Alcohol away from home","E07000086",3.61417291,2015
"Bread","E07000086",2.041645502,2015
"Butter","E07000086",0.209039064,2015
"Cakes puddings and pastry","E07000086",1.030071931,2015
"Coffee","E07000086",0.394697556,2015
"Eating out","E07000086",11.413342595,2015
"Eggs","E07000086",0.285549451,2015
"Fish","E07000086",1.156931401,2015
"Fruit","E07000086",2.115261239,2015
"Milk products","E07000086",2.706428079,2015
"Non alcoholic drinks","E07000086",1.434512464,2015
"Oils and fats","E07000086",0.326137123,2015
"Other","E07000086",1.533896972,2015
"Pasta","E07000086",0.172881447,2015
"Poultry","E07000086",0.975143631,2015
"Processed and Other Meat","E07000086",0.00569398,2015
"Processed Meat","E07000086",3.132029444,2015
"Red Meat","E07000086",1.422770415,2015
"Rice","E07000086",0.16409719,2015
"Sauces and spices","E07000086",0.63176395,2015
"Sugar confectionary and jam","E07000086",1.777032641,2015
"Takeaway","E07000086",2.057677985,2015
"Tea","E07000086",0.212604098,2015
"Tobacco","E07000086",1.530881479,2015
"Vegtables","E07000086",3.576482004,2015
"Alcohol at home","E07000087",4.021727983,2015
"Alcohol away from home","E07000087",3.649335717,2015
"Bread","E07000087",2.134082688,2015
"Butter","E07000087",0.22695612,2015
"Cakes puddings and pastry","E07000087",1.076677241,2015
"Coffee","E07000087",0.427064772,2015
"Eating out","E07000087",11.354889129,2015
"Eggs","E07000087",0.297435431,2015
"Fish","E07000087",1.236640078,2015
"Fruit","E07000087",2.199218712,2015
"Milk products","E07000087",2.821702974,2015
"Non alcoholic drinks","E07000087",1.463685779,2015
"Oils and fats","E07000087",0.333464885,2015
"Other","E07000087",1.570474808,2015
"Pasta","E07000087",0.172214231,2015
"Poultry","E07000087",0.99004613,2015
"Processed and Other Meat","E07000087",0.00607363,2015
"Processed Meat","E07000087",3.338675214,2015
"Red Meat","E07000087",1.517320191,2015
"Rice","E07000087",0.152709662,2015
"Sauces and spices","E07000087",0.642949825,2015
"Sugar confectionary and jam","E07000087",1.849477485,2015
"Takeaway","E07000087",1.986280201,2015
"Tea","E07000087",0.22690775,2015
"Tobacco","E07000087",1.614089945,2015
"Vegtables","E07000087",3.680875455,2015
"Alcohol at home","E07000088",3.638576109,2015
"Alcohol away from home","E07000088",3.393274121,2015
"Bread","E07000088",2.013182505,2015
"Butter","E07000088",0.204097796,2015
"Cakes puddings and pastry","E07000088",1.006956446,2015
"Coffee","E07000088",0.387100581,2015
"Eating out","E07000088",10.579159861,2015
"Eggs","E07000088",0.279257684,2015
"Fish","E07000088",1.134535734,2015
"Fruit","E07000088",2.042098734,2015
"Milk products","E07000088",2.657041436,2015
"Non alcoholic drinks","E07000088",1.410717612,2015
"Oils and fats","E07000088",0.32639362,2015
"Other","E07000088",1.485539927,2015
"Pasta","E07000088",0.167012207,2015
"Poultry","E07000088",0.935340532,2015
"Processed and Other Meat","E07000088",0.005166546,2015
"Processed Meat","E07000088",3.08064057,2015
"Red Meat","E07000088",1.392657813,2015
"Rice","E07000088",0.157785713,2015
"Sauces and spices","E07000088",0.608987564,2015
"Sugar confectionary and jam","E07000088",1.743119926,2015
"Takeaway","E07000088",2.01331194,2015
"Tea","E07000088",0.206089323,2015
"Tobacco","E07000088",1.652091468,2015
"Vegtables","E07000088",3.452786965,2015
"Alcohol at home","E07000089",3.959596301,2015
"Alcohol away from home","E07000089",3.727372375,2015
"Bread","E07000089",2.057604333,2015
"Butter","E07000089",0.216804077,2015
"Cakes puddings and pastry","E07000089",1.041490259,2015
"Coffee","E07000089",0.408159945,2015
"Eating out","E07000089",12.159285134,2015
"Eggs","E07000089",0.290664929,2015
"Fish","E07000089",1.21733021,2015
"Fruit","E07000089",2.189130307,2015
"Milk products","E07000089",2.742872502,2015
"Non alcoholic drinks","E07000089",1.452898395,2015
"Oils and fats","E07000089",0.330404701,2015
"Other","E07000089",1.562457508,2015
"Pasta","E07000089",0.173611118,2015
"Poultry","E07000089",0.97803533,2015
"Processed and Other Meat","E07000089",0.006108464,2015
"Processed Meat","E07000089",3.1450586,2015
"Red Meat","E07000089",1.452420013,2015
"Rice","E07000089",0.165936598,2015
"Sauces and spices","E07000089",0.63760641,2015
"Sugar confectionary and jam","E07000089",1.802894423,2015
"Takeaway","E07000089",2.009111648,2015
"Tea","E07000089",0.217048728,2015
"Tobacco","E07000089",1.375640066,2015
"Vegtables","E07000089",3.661853367,2015
"Alcohol at home","E07000090",3.798431282,2015
"Alcohol away from home","E07000090",3.403169428,2015
"Bread","E07000090",2.087623936,2015
"Butter","E07000090",0.219528335,2015
"Cakes puddings and pastry","E07000090",1.049997873,2015
"Coffee","E07000090",0.407071106,2015
"Eating out","E07000090",10.605551953,2015
"Eggs","E07000090",0.293526849,2015
"Fish","E07000090",1.199824561,2015
"Fruit","E07000090",2.136237706,2015
"Milk products","E07000090",2.755651813,2015
"Non alcoholic drinks","E07000090",1.417792967,2015
"Oils and fats","E07000090",0.336670707,2015
"Other","E07000090",1.521667549,2015
"Pasta","E07000090",0.168223661,2015
"Poultry","E07000090",0.968627262,2015
"Processed and Other Meat","E07000090",0.005888054,2015
"Processed Meat","E07000090",3.228154875,2015
"Red Meat","E07000090",1.475264482,2015
"Rice","E07000090",0.155630424,2015
"Sauces and spices","E07000090",0.62841991,2015
"Sugar confectionary and jam","E07000090",1.800027454,2015
"Takeaway","E07000090",1.934508207,2015
"Tea","E07000090",0.220548191,2015
"Tobacco","E07000090",1.636545673,2015
"Vegtables","E07000090",3.572189473,2015
"Alcohol at home","E07000091",4.061444839,2015
"Alcohol away from home","E07000091",3.518202209,2015
"Bread","E07000091",2.177239917,2015
"Butter","E07000091",0.238156014,2015
"Cakes puddings and pastry","E07000091",1.09435522,2015
"Coffee","E07000091",0.438423454,2015
"Eating out","E07000091",11.050095571,2015
"Eggs","E07000091",0.305992502,2015
"Fish","E07000091",1.279340246,2015
"Fruit","E07000091",2.263934049,2015
"Milk products","E07000091",2.871264779,2015
"Non alcoholic drinks","E07000091",1.433860278,2015
"Oils and fats","E07000091",0.345965996,2015
"Other","E07000091",1.561240203,2015
"Pasta","E07000091",0.168899153,2015
"Poultry","E07000091",0.998562566,2015
"Processed and Other Meat","E07000091",0.00679957,2015
"Processed Meat","E07000091",3.382335115,2015
"Red Meat","E07000091",1.560585363,2015
"Rice","E07000091",0.152180792,2015
"Sauces and spices","E07000091",0.644920089,2015
"Sugar confectionary and jam","E07000091",1.857797766,2015
"Takeaway","E07000091",1.933515721,2015
"Tea","E07000091",0.235261634,2015
"Tobacco","E07000091",1.600304042,2015
"Vegtables","E07000091",3.734043143,2015
"Alcohol at home","E07000092",3.609146036,2015
"Alcohol away from home","E07000092",3.636348286,2015
"Bread","E07000092",1.940612834,2015
"Butter","E07000092",0.186896584,2015
"Cakes puddings and pastry","E07000092",0.981038097,2015
"Coffee","E07000092",0.35882825,2015
"Eating out","E07000092",11.382128182,2015
"Eggs","E07000092",0.268900597,2015
"Fish","E07000092",1.055920276,2015
"Fruit","E07000092",2.004653569,2015
"Milk products","E07000092",2.58104612,2015
"Non alcoholic drinks","E07000092",1.423889012,2015
"Oils and fats","E07000092",0.320770703,2015
"Other","E07000092",1.491962016,2015
"Pasta","E07000092",0.171273106,2015
"Poultry","E07000092",0.945645087,2015
"Processed and Other Meat","E07000092",0.004563627,2015
"Processed Meat","E07000092",2.94763978,2015
"Red Meat","E07000092",1.32156464,2015
"Rice","E07000092",0.168783205,2015
"Sauces and spices","E07000092",0.611736848,2015
"Sugar confectionary and jam","E07000092",1.723116145,2015
"Takeaway","E07000092",2.122365712,2015
"Tea","E07000092",0.196583052,2015
"Tobacco","E07000092",1.503629744,2015
"Vegtables","E07000092",3.422787498,2015
"Alcohol at home","E07000093",3.97462485,2015
"Alcohol away from home","E07000093",3.585574505,2015
"Bread","E07000093",2.1065857,2015
"Butter","E07000093",0.222143939,2015
"Cakes puddings and pastry","E07000093",1.061669574,2015
"Coffee","E07000093",0.421911842,2015
"Eating out","E07000093",11.421445254,2015
"Eggs","E07000093",0.292901061,2015
"Fish","E07000093",1.205563049,2015
"Fruit","E07000093",2.168967847,2015
"Milk products","E07000093",2.799361247,2015
"Non alcoholic drinks","E07000093",1.445469266,2015
"Oils and fats","E07000093",0.327843366,2015
"Other","E07000093",1.560544886,2015
"Pasta","E07000093",0.173209515,2015
"Poultry","E07000093",0.992406,2015
"Processed and Other Meat","E07000093",0.006490817,2015
"Processed Meat","E07000093",3.264819852,2015
"Red Meat","E07000093",1.483085193,2015
"Rice","E07000093",0.152269435,2015
"Sauces and spices","E07000093",0.646308598,2015
"Sugar confectionary and jam","E07000093",1.816879277,2015
"Takeaway","E07000093",1.997581652,2015
"Tea","E07000093",0.221029971,2015
"Tobacco","E07000093",1.55013696,2015
"Vegtables","E07000093",3.677484277,2015
"Alcohol at home","E07000094",4.063341069,2015
"Alcohol away from home","E07000094",3.864042375,2015
"Bread","E07000094",2.06077154,2015
"Butter","E07000094",0.21675486,2015
"Cakes puddings and pastry","E07000094",1.051293782,2015
"Coffee","E07000094",0.413894509,2015
"Eating out","E07000094",12.350313451,2015
"Eggs","E07000094",0.294840272,2015
"Fish","E07000094",1.230210025,2015
"Fruit","E07000094",2.217475771,2015
"Milk products","E07000094",2.757088369,2015
"Non alcoholic drinks","E07000094",1.442793816,2015
"Oils and fats","E07000094",0.329258563,2015
"Other","E07000094",1.560546908,2015
"Pasta","E07000094",0.173425497,2015
"Poultry","E07000094",0.984148341,2015
"Processed and Other Meat","E07000094",0.005663671,2015
"Processed Meat","E07000094",3.19313486,2015
"Red Meat","E07000094",1.459879724,2015
"Rice","E07000094",0.160754702,2015
"Sauces and spices","E07000094",0.639780091,2015
"Sugar confectionary and jam","E07000094",1.810996418,2015
"Takeaway","E07000094",2.021195085,2015
"Tea","E07000094",0.223410163,2015
"Tobacco","E07000094",1.452986454,2015
"Vegtables","E07000094",3.681343657,2015
"Alcohol at home","E07000095",3.533470268,2015
"Alcohol away from home","E07000095",3.391050065,2015
"Bread","E07000095",1.905587667,2015
"Butter","E07000095",0.191567363,2015
"Cakes puddings and pastry","E07000095",0.957828389,2015
"Coffee","E07000095",0.360883317,2015
"Eating out","E07000095",11.123846484,2015
"Eggs","E07000095",0.274501579,2015
"Fish","E07000095",1.129120233,2015
"Fruit","E07000095",2.068948579,2015
"Milk products","E07000095",2.512697399,2015
"Non alcoholic drinks","E07000095",1.373848802,2015
"Oils and fats","E07000095",0.3579796,2015
"Other","E07000095",1.443985233,2015
"Pasta","E07000095",0.166772218,2015
"Poultry","E07000095",0.933066887,2015
"Processed and Other Meat","E07000095",0.005978206,2015
"Processed Meat","E07000095",2.831779847,2015
"Red Meat","E07000095",1.366312043,2015
"Rice","E07000095",0.182484512,2015
"Sauces and spices","E07000095",0.590711224,2015
"Sugar confectionary and jam","E07000095",1.676258087,2015
"Takeaway","E07000095",1.94071901,2015
"Tea","E07000095",0.199609053,2015
"Tobacco","E07000095",1.297306034,2015
"Vegtables","E07000095",3.414203486,2015
"Alcohol at home","E07000096",3.575690862,2015
"Alcohol away from home","E07000096",3.392139721,2015
"Bread","E07000096",1.944601565,2015
"Butter","E07000096",0.196135668,2015
"Cakes puddings and pastry","E07000096",0.978156078,2015
"Coffee","E07000096",0.366494408,2015
"Eating out","E07000096",11.049906764,2015
"Eggs","E07000096",0.276989044,2015
"Fish","E07000096",1.134170862,2015
"Fruit","E07000096",2.075229731,2015
"Milk products","E07000096",2.571726434,2015
"Non alcoholic drinks","E07000096",1.377337484,2015
"Oils and fats","E07000096",0.330081092,2015
"Other","E07000096",1.466494538,2015
"Pasta","E07000096",0.167476539,2015
"Poultry","E07000096",0.932209308,2015
"Processed and Other Meat","E07000096",0.00540824,2015
"Processed Meat","E07000096",2.894928276,2015
"Red Meat","E07000096",1.353821204,2015
"Rice","E07000096",0.181849698,2015
"Sauces and spices","E07000096",0.604557403,2015
"Sugar confectionary and jam","E07000096",1.69769482,2015
"Takeaway","E07000096",1.959465824,2015
"Tea","E07000096",0.201510767,2015
"Tobacco","E07000096",1.37568623,2015
"Vegtables","E07000096",3.463179648,2015
"Alcohol at home","E07000098",3.246839109,2015
"Alcohol away from home","E07000098",2.946381434,2015
"Bread","E07000098",1.931816678,2015
"Butter","E07000098",0.194903574,2015
"Cakes puddings and pastry","E07000098",0.954515534,2015
"Coffee","E07000098",0.350996261,2015
"Eating out","E07000098",9.72716977,2015
"Eggs","E07000098",0.279681583,2015
"Fish","E07000098",1.110249665,2015
"Fruit","E07000098",2.033540114,2015
"Milk products","E07000098",2.571001313,2015
"Non alcoholic drinks","E07000098",1.36565482,2015
"Oils and fats","E07000098",0.341947475,2015
"Other","E07000098",1.429325138,2015
"Pasta","E07000098",0.165461189,2015
"Poultry","E07000098",0.914502177,2015
"Processed and Other Meat","E07000098",0.005621249,2015
"Processed Meat","E07000098",2.797029403,2015
"Red Meat","E07000098",1.32966835,2015
"Rice","E07000098",0.193707462,2015
"Sauces and spices","E07000098",0.596317634,2015
"Sugar confectionary and jam","E07000098",1.675780949,2015
"Takeaway","E07000098",1.882747921,2015
"Tea","E07000098",0.199525303,2015
"Tobacco","E07000098",1.399900629,2015
"Vegtables","E07000098",3.369641975,2015
"Alcohol at home","E07000099",3.692132238,2015
"Alcohol away from home","E07000099",3.492970958,2015
"Bread","E07000099",1.984518386,2015
"Butter","E07000099",0.203102865,2015
"Cakes puddings and pastry","E07000099",0.997859714,2015
"Coffee","E07000099",0.382454257,2015
"Eating out","E07000099",11.203835539,2015
"Eggs","E07000099",0.280944964,2015
"Fish","E07000099",1.163294941,2015
"Fruit","E07000099",2.094850012,2015
"Milk products","E07000099",2.638366899,2015
"Non alcoholic drinks","E07000099",1.404602796,2015
"Oils and fats","E07000099",0.331090695,2015
"Other","E07000099",1.498980329,2015
"Pasta","E07000099",0.168642727,2015
"Poultry","E07000099",0.93947263,2015
"Processed and Other Meat","E07000099",0.005386995,2015
"Processed Meat","E07000099",3.006189438,2015
"Red Meat","E07000099",1.387135708,2015
"Rice","E07000099",0.170531696,2015
"Sauces and spices","E07000099",0.610846192,2015
"Sugar confectionary and jam","E07000099",1.729695962,2015
"Takeaway","E07000099",1.969174099,2015
"Tea","E07000099",0.207687085,2015
"Tobacco","E07000099",1.428799052,2015
"Vegtables","E07000099",3.498371834,2015
"Alcohol at home","E07000102",3.527174569,2015
"Alcohol away from home","E07000102",3.277486307,2015
"Bread","E07000102",1.962685773,2015
"Butter","E07000102",0.200554956,2015
"Cakes puddings and pastry","E07000102",0.985050593,2015
"Coffee","E07000102",0.372917406,2015
"Eating out","E07000102",10.902980461,2015
"Eggs","E07000102",0.284375265,2015
"Fish","E07000102",1.149967939,2015
"Fruit","E07000102",2.100688711,2015
"Milk products","E07000102",2.614786893,2015
"Non alcoholic drinks","E07000102",1.392449056,2015
"Oils and fats","E07000102",0.356629979,2015
"Other","E07000102",1.484272729,2015
"Pasta","E07000102",0.169816396,2015
"Poultry","E07000102",0.940536186,2015
"Processed and Other Meat","E07000102",0.006005037,2015
"Processed Meat","E07000102",2.906015809,2015
"Red Meat","E07000102",1.372341999,2015
"Rice","E07000102",0.186393938,2015
"Sauces and spices","E07000102",0.610857304,2015
"Sugar confectionary and jam","E07000102",1.712418772,2015
"Takeaway","E07000102",1.968881676,2015
"Tea","E07000102",0.206281604,2015
"Tobacco","E07000102",1.371408493,2015
"Vegtables","E07000102",3.484485209,2015
"Alcohol at home","E07000103",3.107058681,2015
"Alcohol away from home","E07000103",3.2156667,2015
"Bread","E07000103",1.761016544,2015
"Butter","E07000103",0.168669511,2015
"Cakes puddings and pastry","E07000103",0.866477615,2015
"Coffee","E07000103",0.317981396,2015
"Eating out","E07000103",10.806060873,2015
"Eggs","E07000103",0.266507971,2015
"Fish","E07000103",1.079672972,2015
"Fruit","E07000103",1.993450085,2015
