"","Group.1","Group.2","x","year"
"594","Sugar confectionary and jam","E06000023",1.419329619,2010
"595","Takeaway","E06000023",1.805612967,2010
"596","Tea","E06000023",0.191518905,2010
"597","Tobacco","E06000023",1.899042201,2010
"598","Vegtables","E06000023",2.980602656,2010
"599","Alcohol at home","E06000024",3.576901485,2010
"600","Alcohol away from home","E06000024",3.267793814,2010
"601","Bread","E06000024",1.976801657,2010
"602","Butter","E06000024",0.182999105,2010
"603","Cakes puddings and pastry","E06000024",0.951325315,2010
"604","Coffee","E06000024",0.292461312,2010
"605","Eating out","E06000024",9.073231079,2010
"606","Eggs","E06000024",0.298733717,2010
"607","Fish","E06000024",1.106847329,2010
"608","Fruit","E06000024",1.909719132,2010
"609","Milk products","E06000024",2.875828759,2010
"610","Non alcoholic drinks","E06000024",1.348731679,2010
"611","Oils and fats","E06000024",0.361672396,2010
"612","Other","E06000024",1.278296757,2010
"613","Pasta","E06000024",0.179134091,2010
"614","Poultry","E06000024",0.867375251,2010
"615","Processed and Other Meat","E06000024",0.007654361,2010
"616","Processed Meat","E06000024",2.984049873,2010
"617","Red Meat","E06000024",1.404633666,2010
"618","Rice","E06000024",0.132002304,2010
"619","Sauces and spices","E06000024",0.08879674,2010
"620","Sugar confectionary and jam","E06000024",1.604571838,2010
"621","Takeaway","E06000024",1.676400057,2010
"622","Tea","E06000024",0.224696489,2010
"623","Tobacco","E06000024",1.841799185,2010
"624","Vegtables","E06000024",3.358232628,2010
"625","Alcohol at home","E06000025",3.39641956,2010
"626","Alcohol away from home","E06000025",3.292039901,2010
"627","Bread","E06000025",1.911348563,2010
"628","Butter","E06000025",0.16955489,2010
"629","Cakes puddings and pastry","E06000025",0.924575678,2010
"630","Coffee","E06000025",0.272981259,2010
"631","Eating out","E06000025",8.964041819,2010
"632","Eggs","E06000025",0.28543713,2010
"633","Fish","E06000025",1.022162197,2010
"634","Fruit","E06000025",1.802675945,2010
"635","Milk products","E06000025",2.763374732,2010
"636","Non alcoholic drinks","E06000025",1.346115821,2010
"637","Oils and fats","E06000025",0.345804783,2010
"638","Other","E06000025",1.244961166,2010
"639","Pasta","E06000025",0.183740157,2010
"640","Poultry","E06000025",0.850235464,2010
"641","Processed and Other Meat","E06000025",0.007567744,2010
"642","Processed Meat","E06000025",2.872418294,2010
"643","Red Meat","E06000025",1.317953765,2010
"644","Rice","E06000025",0.135941386,2010
"645","Sauces and spices","E06000025",0.084543327,2010
"646","Sugar confectionary and jam","E06000025",1.554808264,2010
"647","Takeaway","E06000025",1.726128473,2010
"648","Tea","E06000025",0.210457741,2010
"649","Tobacco","E06000025",1.8725695,2010
"650","Vegtables","E06000025",3.233675144,2010
"651","Alcohol at home","E06000026",3.197844499,2010
"652","Alcohol away from home","E06000026",3.27475901,2010
"653","Bread","E06000026",1.862208719,2010
"654","Butter","E06000026",0.162753296,2010
"655","Cakes puddings and pastry","E06000026",0.897526266,2010
"656","Coffee","E06000026",0.266774242,2010
"657","Eating out","E06000026",8.465215626,2010
"658","Eggs","E06000026",0.275791144,2010
"659","Fish","E06000026",0.974634696,2010
"660","Fruit","E06000026",1.694063592,2010
"661","Milk products","E06000026",2.686746391,2010
"662","Non alcoholic drinks","E06000026",1.315205942,2010
"663","Oils and fats","E06000026",0.340467472,2010
"664","Other","E06000026",1.202148799,2010
"665","Pasta","E06000026",0.176616561,2010
"666","Poultry","E06000026",0.820324058,2010
"667","Processed and Other Meat","E06000026",0.006750943,2010
"668","Processed Meat","E06000026",2.817746254,2010
"669","Red Meat","E06000026",1.264491147,2010
"670","Rice","E06000026",0.129367853,2010
"671","Sauces and spices","E06000026",0.081069478,2010
"672","Sugar confectionary and jam","E06000026",1.506458644,2010
"673","Takeaway","E06000026",1.749060473,2010
"674","Tea","E06000026",0.205166415,2010
"675","Tobacco","E06000026",2.048847706,2010
"676","Vegtables","E06000026",3.100626519,2010
"677","Alcohol at home","E06000027",3.3681315,2010
"678","Alcohol away from home","E06000027",2.91973671,2010
"679","Bread","E06000027",2.014782029,2010
"680","Butter","E06000027",0.186296638,2010
"681","Cakes puddings and pastry","E06000027",0.958880761,2010
"682","Coffee","E06000027",0.300355233,2010
"683","Eating out","E06000027",8.01521146,2010
"684","Eggs","E06000027",0.302046023,2010
"685","Fish","E06000027",1.085600927,2010
"686","Fruit","E06000027",1.86488827,2010
"687","Milk products","E06000027",2.922138753,2010
"688","Non alcoholic drinks","E06000027",1.334110675,2010
"689","Oils and fats","E06000027",0.377670498,2010
"690","Other","E06000027",1.282649802,2010
"691","Pasta","E06000027",0.17243223,2010
"692","Poultry","E06000027",0.871371045,2010
"693","Processed and Other Meat","E06000027",0.00606574,2010
"694","Processed Meat","E06000027",3.074773755,2010
"695","Red Meat","E06000027",1.425616969,2010
"696","Rice","E06000027",0.126996203,2010
"697","Sauces and spices","E06000027",0.087135085,2010
"698","Sugar confectionary and jam","E06000027",1.612636923,2010
"699","Takeaway","E06000027",1.601877994,2010
"700","Tea","E06000027",0.230034512,2010
"701","Tobacco","E06000027",2.07415251,2010
"702","Vegtables","E06000027",3.309739907,2010
"703","Alcohol at home","E06000028",3.245656106,2010
"704","Alcohol away from home","E06000028",3.384120074,2010
"705","Bread","E06000028",1.835089536,2010
"706","Butter","E06000028",0.163395991,2010
"707","Cakes puddings and pastry","E06000028",0.885394482,2010
"708","Coffee","E06000028",0.258490327,2010
"709","Eating out","E06000028",8.787027481,2010
"710","Eggs","E06000028",0.275268309,2010
"711","Fish","E06000028",0.984697803,2010
"712","Fruit","E06000028",1.712091977,2010
"713","Milk products","E06000028",2.635215152,2010
"714","Non alcoholic drinks","E06000028",1.289257461,2010
"715","Oils and fats","E06000028",0.333481802,2010
"716","Other","E06000028",1.190023076,2010
"717","Pasta","E06000028",0.174413636,2010
"718","Poultry","E06000028",0.806290544,2010
"719","Processed and Other Meat","E06000028",0.005868198,2010
"720","Processed Meat","E06000028",2.747081727,2010
"721","Red Meat","E06000028",1.244714362,2010
"722","Rice","E06000028",0.133727773,2010
"723","Sauces and spices","E06000028",0.084088466,2010
"724","Sugar confectionary and jam","E06000028",1.486239908,2010
"725","Takeaway","E06000028",1.75077039,2010
"726","Tea","E06000028",0.204362319,2010
"727","Tobacco","E06000028",1.936066644,2010
"728","Vegtables","E06000028",3.081282823,2010
"729","Alcohol at home","E06000029",3.393540451,2010
"730","Alcohol away from home","E06000029",3.100390371,2010
"731","Bread","E06000029",1.963238992,2010
"732","Butter","E06000029",0.178949826,2010
"733","Cakes puddings and pastry","E06000029",0.950340468,2010
"734","Coffee","E06000029",0.283043051,2010
"735","Eating out","E06000029",8.526326761,2010
"736","Eggs","E06000029",0.296214392,2010
"737","Fish","E06000029",1.055628902,2010
"738","Fruit","E06000029",1.836489822,2010
"739","Milk products","E06000029",2.846678954,2010
"740","Non alcoholic drinks","E06000029",1.337915953,2010
"741","Oils and fats","E06000029",0.364374415,2010
"742","Other","E06000029",1.268866225,2010
"743","Pasta","E06000029",0.17886885,2010
"744","Poultry","E06000029",0.861930111,2010
"745","Processed and Other Meat","E06000029",0.006392378,2010
"746","Processed Meat","E06000029",2.978329409,2010
"747","Red Meat","E06000029",1.365996576,2010
"748","Rice","E06000029",0.13389816,2010
"749","Sauces and spices","E06000029",0.086663774,2010
"750","Sugar confectionary and jam","E06000029",1.580965795,2010
"751","Takeaway","E06000029",1.654989089,2010
"752","Tea","E06000029",0.221777426,2010
"753","Tobacco","E06000029",1.956680823,2010
"754","Vegtables","E06000029",3.271712007,2010
"755","Alcohol at home","E06000030",3.205686225,2010
"756","Alcohol away from home","E06000030",3.123100625,2010
"757","Bread","E06000030",1.842449849,2010
"758","Butter","E06000030",0.156446563,2010
"759","Cakes puddings and pastry","E06000030",0.885248063,2010
"760","Coffee","E06000030",0.25756082,2010
"761","Eating out","E06000030",8.691974259,2010
"762","Eggs","E06000030",0.276647693,2010
"763","Fish","E06000030",0.975193875,2010
"764","Fruit","E06000030",1.739256571,2010
"765","Milk products","E06000030",2.669470161,2010
"766","Non alcoholic drinks","E06000030",1.338899444,2010
"767","Oils and fats","E06000030",0.343342147,2010
"768","Other","E06000030",1.214700745,2010
"769","Pasta","E06000030",0.185886991,2010
"770","Poultry","E06000030",0.843236665,2010
"771","Processed and Other Meat","E06000030",0.008171901,2010
"772","Processed Meat","E06000030",2.696703857,2010
"773","Red Meat","E06000030",1.263991399,2010
"774","Rice","E06000030",0.157357214,2010
"775","Sauces and spices","E06000030",0.090864385,2010
"776","Sugar confectionary and jam","E06000030",1.491171045,2010
"777","Takeaway","E06000030",1.760841381,2010
"778","Tea","E06000030",0.202452094,2010
"779","Tobacco","E06000030",1.873824817,2010
"780","Vegtables","E06000030",3.156155062,2010
"781","Alcohol at home","E06000031",2.968566536,2010
"782","Alcohol away from home","E06000031",2.849263459,2010
"783","Bread","E06000031",1.808857435,2010
"784","Butter","E06000031",0.152834316,2010
"785","Cakes puddings and pastry","E06000031",0.864627628,2010
"786","Coffee","E06000031",0.250963226,2010
"787","Eating out","E06000031",8.144422593,2010
"788","Eggs","E06000031",0.272455612,2010
"789","Fish","E06000031",0.934902336,2010
"790","Fruit","E06000031",1.6978744,2010
"791","Milk products","E06000031",2.643912313,2010
"792","Non alcoholic drinks","E06000031",1.327308441,2010
"793","Oils and fats","E06000031",0.3448269,2010
"794","Other","E06000031",1.204202032,2010
"795","Pasta","E06000031",0.183620647,2010
"796","Poultry","E06000031",0.832115478,2010
"797","Processed and Other Meat","E06000031",0.007135135,2010
"798","Processed Meat","E06000031",2.622480719,2010
"799","Red Meat","E06000031",1.237624604,2010
"800","Rice","E06000031",0.167614091,2010
"801","Sauces and spices","E06000031",0.090618835,2010
"802","Sugar confectionary and jam","E06000031",1.470298387,2010
"803","Takeaway","E06000031",1.741667232,2010
"804","Tea","E06000031",0.196953329,2010
"805","Tobacco","E06000031",1.933837089,2010
"806","Vegtables","E06000031",3.073188724,2010
"807","Alcohol at home","E06000032",2.336417133,2010
"808","Alcohol away from home","E06000032",2.284684888,2010
"809","Bread","E06000032",1.588130132,2010
"810","Butter","E06000032",0.129610296,2010
"811","Cakes puddings and pastry","E06000032",0.741122209,2010
"812","Coffee","E06000032",0.209314819,2010
"813","Eating out","E06000032",7.738761832,2010
"814","Eggs","E06000032",0.257978861,2010
"815","Fish","E06000032",0.867275298,2010
"816","Fruit","E06000032",1.668603627,2010
"817","Milk products","E06000032",2.330570154,2010
"818","Non alcoholic drinks","E06000032",1.252328357,2010
"819","Oils and fats","E06000032",0.339980448,2010
"820","Other","E06000032",1.088935573,2010
"821","Pasta","E06000032",0.178357056,2010
"822","Poultry","E06000032",0.815959369,2010
"823","Processed and Other Meat","E06000032",0.016007298,2010
"824","Processed Meat","E06000032",2.062324982,2010
"825","Red Meat","E06000032",1.156647293,2010
"826","Rice","E06000032",0.244777029,2010
"827","Sauces and spices","E06000032",0.102185195,2010
"828","Sugar confectionary and jam","E06000032",1.297222029,2010
"829","Takeaway","E06000032",1.745821778,2010
"830","Tea","E06000032",0.172332641,2010
"831","Tobacco","E06000032",1.519454382,2010
"832","Vegtables","E06000032",2.864298837,2010
"833","Alcohol at home","E06000033",3.370699191,2010
"834","Alcohol away from home","E06000033",3.201268288,2010
"835","Bread","E06000033",1.927183244,2010
"836","Butter","E06000033",0.170311475,2010
"837","Cakes puddings and pastry","E06000033",0.926605973,2010
"838","Coffee","E06000033",0.2750774,2010
"839","Eating out","E06000033",8.827877638,2010
"840","Eggs","E06000033",0.28852028,2010
"841","Fish","E06000033",1.042540339,2010
"842","Fruit","E06000033",1.818654753,2010
"843","Milk products","E06000033",2.798284789,2010
"844","Non alcoholic drinks","E06000033",1.357267066,2010
"845","Oils and fats","E06000033",0.354652055,2010
"846","Other","E06000033",1.261401303,2010
"847","Pasta","E06000033",0.183292113,2010
"848","Poultry","E06000033",0.849348641,2010
"849","Processed and Other Meat","E06000033",0.008618581,2010
"850","Processed Meat","E06000033",2.869929852,2010
"851","Red Meat","E06000033",1.323645011,2010
"852","Rice","E06000033",0.1392467,2010
"853","Sauces and spices","E06000033",0.089380352,2010
"854","Sugar confectionary and jam","E06000033",1.563667646,2010
"855","Takeaway","E06000033",1.717422566,2010
"856","Tea","E06000033",0.214486721,2010
"857","Tobacco","E06000033",1.91278287,2010
"858","Vegtables","E06000033",3.254748723,2010
"859","Alcohol at home","E06000034",3.178874117,2010
"860","Alcohol away from home","E06000034",3.098076209,2010
"861","Bread","E06000034",1.864257624,2010
"862","Butter","E06000034",0.156595463,2010
"863","Cakes puddings and pastry","E06000034",0.89094865,2010
"864","Coffee","E06000034",0.2580752,2010
"865","Eating out","E06000034",8.514451022,2010
"866","Eggs","E06000034",0.276841042,2010
"867","Fish","E06000034",0.9753693,2010
"868","Fruit","E06000034",1.722006498,2010
"869","Milk products","E06000034",2.705794912,2010
"870","Non alcoholic drinks","E06000034",1.369462829,2010
"871","Oils and fats","E06000034",0.341462986,2010
"872","Other","E06000034",1.231460948,2010
"873","Pasta","E06000034",0.187244668,2010
"874","Poultry","E06000034",0.836526976,2010
"875","Processed and Other Meat","E06000034",0.011066217,2010
"876","Processed Meat","E06000034",2.744471454,2010
"877","Red Meat","E06000034",1.254758468,2010
"878","Rice","E06000034",0.147151197,2010
"879","Sauces and spices","E06000034",0.085460152,2010
"880","Sugar confectionary and jam","E06000034",1.514244648,2010
"881","Takeaway","E06000034",1.740531785,2010
"882","Tea","E06000034",0.201905909,2010
"883","Tobacco","E06000034",1.924756531,2010
"884","Vegtables","E06000034",3.139682524,2010
"885","Alcohol at home","E06000035",3.278290043,2010
"886","Alcohol away from home","E06000035",3.216650092,2010
"887","Bread","E06000035",1.895392101,2010
"888","Butter","E06000035",0.161187586,2010
"889","Cakes puddings and pastry","E06000035",0.907417282,2010
"890","Coffee","E06000035",0.267419726,2010
"891","Eating out","E06000035",8.78045074,2010
"892","Eggs","E06000035",0.281622393,2010
"893","Fish","E06000035",1.00213943,2010
"894","Fruit","E06000035",1.758629492,2010
"895","Milk products","E06000035",2.747785898,2010
"896","Non alcoholic drinks","E06000035",1.371607601,2010
"897","Oils and fats","E06000035",0.348245426,2010
"898","Other","E06000035",1.241387412,2010
"899","Pasta","E06000035",0.18622124,2010
"900","Poultry","E06000035",0.847200022,2010
"901","Processed and Other Meat","E06000035",0.010323145,2010
"902","Processed Meat","E06000035",2.8092507,2010
"903","Red Meat","E06000035",1.293394985,2010
"904","Rice","E06000035",0.143927506,2010
"905","Sauces and spices","E06000035",0.087107157,2010
"906","Sugar confectionary and jam","E06000035",1.535967078,2010
"907","Takeaway","E06000035",1.763893179,2010
"908","Tea","E06000035",0.206755247,2010
"909","Tobacco","E06000035",1.994334555,2010
"910","Vegtables","E06000035",3.200326774,2010
"911","Alcohol at home","E06000036",3.62422278,2010
"912","Alcohol away from home","E06000036",3.538252877,2010
"913","Bread","E06000036",1.928791542,2010
"914","Butter","E06000036",0.166481585,2010
"915","Cakes puddings and pastry","E06000036",0.937900539,2010
"916","Coffee","E06000036",0.268236903,2010
"917","Eating out","E06000036",9.93501039,2010
"918","Eggs","E06000036",0.289418287,2010
"919","Fish","E06000036",1.061123668,2010
"920","Fruit","E06000036",1.878214444,2010
"921","Milk products","E06000036",2.804707254,2010
"922","Non alcoholic drinks","E06000036",1.412769781,2010
